aaaT.aln,0.0010233178395463965
aaeA_1.aln,0.0010726740054409173
aaeA_2.aln,0.0016735867007966149
aaeB_1.aln,0.004576851434800498
aaeB_2.aln,0.002224010771280835
aaeR_1.aln,0.0038282152620407817
aaeR_2.aln,0.0038920188497414613
aaeR_3.aln,0.0010761342441681458
aaeX.aln,0.0024529530565597446
aas.aln,0.0020850100980757827
aat.aln,0.0
abgB_1~~~abgB_2~~~abgB.aln,0.15532159548157692
abgT.aln,0.0029493266613252723
accA.aln,0.00364876767163262
accB.aln,0.0
accC.aln,0.0
accD.aln,0.002034156193244666
aceA.aln,0.0011372782353140634
aceB.aln,0.0018741663802928385
aceE.aln,0.0007513549902975794
aceF.aln,0.0028985922374513253
aceI.aln,0.0
aceK.aln,0.0019623624452477957
aceR.aln,0.0011503503989383629
ackA.aln,0.0008319242286586665
acnA.aln,0.0017494317453478337
acnB.aln,0.0021187169587837053
acoA.aln,0.0010425050490378914
acoB.aln,0.0019623624452477957
acoR.aln,0.0013993356362924717
acpH.aln,0.00515878787152771
acpP.aln,0.0
acpS.aln,0.0013133921877642727
acrA.aln,0.0012572925214527333
acrB_1.aln,0.003213888397804675
acrB_2.aln,0.0006360373988410395
acrD.aln,0.0027503527966858043
acrE.aln,0.0021947474716587185
acrF.aln,0.0040212345189504
acrR_1.aln,0.0029532336840187427
acrR_2.aln,0.0007686673172629613
acrZ.aln,0.0
acsAB.aln,0.007332891665475289
acuI.aln,0.002046635679092793
acuR.aln,0.004258744030112237
ada_1.aln,0.0009450470699493633
ada_2.aln,0.0028191685833137345
add.aln,0.0024970180815278836
ade.aln,0.001597708887414393
ade2.aln,0.0044185644462533145
adeE.aln,0.0069231995534562675
adeP.aln,0.0007479856854083525
adeQ.aln,0.010425050490378915
adh.aln,0.0006672032313842505
adh1.aln,0.0026130674858391013
adhB.aln,0.004790623724038352
adhE_1.aln,0.0022439570562250576
adhP.aln,0.002474789433917843
adk.aln,0.0007758177109119192
admX.aln,0.004921991051195291
